Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,City,Pickup Location,Drop Location,Fare (INR)
7/5/2025,5:12:32,6ca11e8c-1118-4908-a2b2-95cd91949a94,Cancelled,f05f3215-9476-4c2e-b211-fda6a8550a37,Bike,Hyderabad,Kapur Chowk,Kalla Chowk,986.54
7/11/2025,4:23:47,68123175-ad48-462c-8f83-14b30a47a1a9,Ongoing,825ee3eb-7ec1-40a1-a8cf-650340b4bc34,Prime SUV,Mumbai,Magar Circle,Chaudry Zila,572.9
6/13/2025,7:47:38,22d9f5ab-85f0-4b59-8e00-d274fde7c0ed,Completed,24a4459a-549d-4915-82b0-65a518714b65,Prime Plus,Mumbai,Ramanathan,Chadha Path,57.11
7/2/2025,17:07:56,4061aebb-f393-43d2-afbf-9168385782ef,Ongoing,d4914662-f77a-4264-ae94-b75c2e8e132c,Auto,Chennai,Sami Nagar,Majumdar,1317.2
7/31/2025,10:00:46,c9cfe479-6aad-41a3-a14d-fdf0a266d619,Completed,34545e07-adb8-43d0-8098-527aee4d1fba,Prime SUV,Chennai,Bajwa Zila,Ghosh Street,918.98
6/8/2025,21:52:51,e6b2d03d-12e7-4a81-a51d-59681790740c,Ongoing,3ced32fb-8465-409a-8dbe-51cdbff591eb,Mini,Kolkata,Choudhary Nagar,Ramanathan Circle,394.14
8/1/2025,4:25:06,3efe4889-cba0-4ab1-969b-69eb8333cd39,Cancelled,14b5db44-521b-4e20-9a74-a81b173f0cb3,Prime Sedan,Ahmedabad,Kale Road,Singhal Road,1009.05
7/12/2025,6:53:08,e828dcc7-c361-44b4-a08e-695442830ee4,Cancelled,9e04b591-9942-4a8e-a5f9-7050a762457e,Mini,Chennai,Kuruvilla Circle,Mangal Marg,739.38
6/7/2025,10:29:14,8d37d979-3ddb-4523-804b-cfe9dd47464f,Completed,bc8ebe0d-3161-434d-9e6d-644534c9e068,Prime Sedan,Ahmedabad,Hayre Chowk,Srinivasan Zila,1267.9
7/14/2025,12:20:21,74e587c2-83c5-44fb-b1ce-53755f27ebbc,Cancelled,084c4b34-92dd-43f1-8a9e-b45f12e2debf,eBike,Delhi,Deshpande Path,Sampath Nagar,193.63
7/3/2025,20:35:34,fb88b517-0ce3-4519-be16-4593656ce6c7,Ongoing,c1b77c17-e1ea-49d0-9bec-6056af2f2e6f,Prime Sedan,Bangalore,Sengupta Nagar,Kibe Street,834.46
7/4/2025,2:42:20,43ba2061-a0b1-4321-bc0c-262b531073e5,Ongoing,53e14afe-a6d9-43e8-b192-e08319915611,Prime SUV,Kolkata,Lad Street,Joshi,622.92
8/3/2025,5:53:43,8c93b14d-2be0-4596-b88b-a94e232f8398,Ongoing,fd36f4a1-f054-4952-9eaa-3bc19d804070,Prime Plus,Hyderabad,Dora Circle,Dar Street,1432.96
7/12/2025,16:08:19,0e99fbdf-9e9a-4f7c-893c-da1e55a43189,Completed,b63238e1-5237-485c-9beb-b2ee3425a0ec,Auto,Kolkata,Raja Zila,Buch Nagar,895.63
7/19/2025,10:42:20,63098c99-5a63-40c5-a8f5-4eef0e347a0e,Ongoing,ea48c3ff-e198-4bec-9c76-9391acd0fe18,Prime Sedan,Mumbai,Dayal,Seshadri Zila,268.83
7/17/2025,19:26:08,bff3de5c-ebb2-4956-9d02-7a01c8c0c5ba,Ongoing,192d9a32-367f-4ece-9ef1-1b00e2ccafe4,eBike,Mumbai,Kurian Ganj,Ravi Road,517.12
7/16/2025,7:27:01,58cf247b-2b4d-4b2c-a689-fc3e80761ee4,Cancelled,31caf9fb-53ef-41f0-8375-f125487b0ab6,Bike,Bangalore,Mallick Nagar,Kadakia Street,926.29
6/28/2025,10:19:45,539387b3-ce6f-4835-b90a-2f9828f15e97,Completed,8d64cb88-4821-4846-9c86-0df87074a552,Bike,Pune,Sathe Chowk,Sood Marg,1285.75
6/15/2025,5:06:52,5ab04018-2c55-41d3-8108-52e51d80431c,Ongoing,0c2bf759-477c-4277-a4e9-11ad26b75fac,Mini,Delhi,Goyal Chowk,Mallick Road,129.4
7/21/2025,4:35:16,057f8676-3d8f-4da0-acc6-af0d89b78a6d,Ongoing,762df83c-5b1e-4c47-b4fb-65d342d760d0,Prime SUV,Bangalore,Kumer,Ahuja Circle,84.59
7/21/2025,18:07:27,731e6e91-ebae-4e2d-aa36-2c5a86b28668,Cancelled,97ac6e32-717b-44f1-bb44-2bd83a1fde3e,Auto,Delhi,Badami Ganj,Ramakrishnan Nagar,1389.68
7/2/2025,20:52:06,0ce5b46f-3896-4fec-a884-dde68643804d,Completed,09db428e-88c0-4635-9080-05292167f341,Prime Sedan,Hyderabad,Tiwari Nagar,Gupta Circle,614.67
8/2/2025,5:20:51,34fdc4b2-f884-40a3-bd88-fd51dccb8b2b,Completed,6524b0a9-1745-4dc4-9269-417c6a0d41cf,eBike,Jaipur,Lad Chowk,Master Path,127.71
7/9/2025,19:26:13,b58c0559-3192-4d42-a2da-56bda063933a,Cancelled,7e8d235b-3fd4-4990-85b4-629596ddafa8,Prime Plus,Pune,Wali Marg,Gandhi Circle,119.47
6/11/2025,10:01:22,4b6d6959-895a-45eb-ac37-b84eb2b650df,Cancelled,f29341c1-71ff-4ed6-9221-1f33934ceae2,Prime SUV,Ahmedabad,Thakkar Chowk,Hayer,166.3
7/16/2025,20:12:18,f1d35d72-7c9f-43c8-936c-9b4d375e3399,Cancelled,a2c947b2-e9f7-4622-9c8c-87650f000b4c,Bike,Pune,Joshi Nagar,Bedi Chowk,1439.71
7/14/2025,9:43:49,48e181cd-9f7f-4081-a59f-ca6a7e6cde1a,Cancelled,6be8b861-14e4-46c7-a02f-cba26573452a,Prime SUV,Lucknow,Kala Marg,Gupta Zila,1237.57
7/22/2025,4:35:20,54ec7b5e-d05d-4f85-bac2-3ae9806d00af,Completed,1c57a7d8-1c75-41eb-9c43-12719c7adf83,Mini,Kolkata,Sibal Nagar,Badal Nagar,1017.47
6/22/2025,17:10:00,29b28a5e-1948-4a01-9bb8-b31bb99e9ced,Completed,81ba1abb-7fbb-47f2-bc2e-28f1cfaec74a,Bike,Ahmedabad,Magar Circle,Ghose Zila,1137.28
7/30/2025,16:52:08,ddad2af2-a24b-4bbf-94c7-d370c62532e2,Ongoing,c0c9682a-1c84-4d1d-a52e-4ca6e52847a2,Mini,Hyderabad,Dua Zila,Vaidya Circle,170.59
6/15/2025,7:54:21,9ffae671-f1da-4f52-b287-2297fb0a3ca2,Ongoing,1d6c44d8-3aef-414c-8d00-28bfa1170b5c,Prime Sedan,Pune,Chaudry Ganj,Gulati Marg,523.72
6/28/2025,8:05:59,cdf7b6cb-7c82-4f72-ac40-21a1c5ce9c02,Ongoing,4f234b8f-d6ec-40f5-a2c9-d9520343a122,eBike,Kolkata,Hans Circle,Mammen Street,157.01
6/15/2025,17:06:04,46da0048-2111-482f-b200-70caf13b568b,Completed,4db3bc68-84d2-42c0-9b68-c15792fe142c,Prime Plus,Pune,Batra Ganj,Keer Chowk,152.1
7/14/2025,3:45:56,5b412ecc-4ee4-4c11-b108-b51864b02db9,Ongoing,6be8e601-03e6-487f-bd0e-5928e24c4d97,Prime Sedan,Jaipur,Sem Circle,Chauhan,898.86
7/21/2025,2:53:48,c68ce7af-146a-4540-ae73-4f5b6e4c3b58,Ongoing,6d35e700-f98f-49f1-87e3-1da6b4bd6e1e,Mini,Mumbai,Dubey Nagar,Yadav Path,329.16
6/14/2025,6:19:48,6f23839c-6d76-4b43-b81e-f1257f0d660a,Cancelled,622941fe-9207-447a-b5ca-c24209903dfe,eBike,Lucknow,Hans Ganj,Varkey Ganj,423.99
7/6/2025,12:02:16,ce5a665b-45c5-42ef-8da9-2a18ae142562,Completed,edf65a43-6256-4d24-b20e-ee466249bcd5,Mini,Ahmedabad,Saran Ganj,Kota Ganj,415.95
7/1/2025,15:24:03,f59f9688-618e-4344-bde7-3ffce50a92ea,Cancelled,29a254bf-fbf6-4542-8534-6bac3ad1cf1b,Bike,Delhi,Wali Marg,Borah Zila,1168.41
7/1/2025,17:11:59,7c429297-2aec-4a42-9218-9ee3441373d4,Ongoing,c9365e78-0511-474f-b0da-9706bb6c01e3,Bike,Kolkata,Dasgupta Zila,Rajagopalan Circle,954.06
7/9/2025,16:50:04,122bcdbf-da66-44e1-a5fb-8df640f5f873,Completed,e3ff0086-e29d-4157-bbe3-032da7aff18a,Prime SUV,Kolkata,Chadha,Bains Path,795.69
6/16/2025,18:09:06,4ea9ef3d-c8bd-4b7c-b6fa-8d687e3b1fcb,Cancelled,b8bab18b-3575-4300-bada-b21d78f503b2,eBike,Hyderabad,Gole Road,Deep Ganj,252.01
6/6/2025,14:41:24,3f350d74-335c-400c-8b4e-559c817a15da,Ongoing,042f49b4-1eb2-4129-bd26-a0cff254454b,eBike,Delhi,Kanda Nagar,Bath Path,177.19
7/5/2025,12:44:05,42ff4438-9321-472a-85df-793bb5ea62d5,Ongoing,27ff0db4-70f9-4cbd-a97c-cc780170af27,Auto,Chennai,Deep Zila,Ahluwalia Chowk,384.93
6/16/2025,12:25:29,3c7840ad-f4be-4689-83c6-3a362ff27612,Completed,3ba3e77c-6f1d-4025-8e2d-1686b60d71ac,Auto,Pune,Boase Chowk,Swaminathan Street,117.97
7/1/2025,11:12:59,3e41e325-4c61-4a5f-ad77-1cc9698c480a,Cancelled,04225a9e-1f65-485d-b4b9-3343e17c5f68,Mini,Lucknow,Ramanathan Nagar,Basak Ganj,1122.81
7/29/2025,8:50:43,2308091d-0ae9-4173-a184-e07a5eb77392,Ongoing,939b45e0-f348-4604-84e5-6f8f48f03264,eBike,Chennai,Virk,Sharaf Path,792.39
7/24/2025,19:46:14,a0bf5d5d-7096-4ef9-9066-0ed41f5bccdc,Ongoing,831fefef-d34a-4ada-8168-9bfc05d311a2,Auto,Hyderabad,Mammen Circle,Sami,999.97
8/1/2025,15:28:26,ff616721-17bd-4c8f-b423-4fdf0a8aed0d,Completed,924c52bf-3188-4d62-920b-4dd05364d4b6,Mini,Chennai,Chowdhury Marg,Mane Street,330.17
7/1/2025,22:44:53,5a7ffe8e-2e46-47fe-b982-a8c7fdb3a600,Completed,48b47f58-a870-4872-986b-e72bcc3649b9,Prime Plus,Pune,Hayre Marg,Ramachandran,1287.86
7/2/2025,5:31:26,02a2e8c2-86a2-485e-8bc6-34d78fb9ef18,Completed,aa0bdfe1-fe22-4499-84a9-8f7d0e2b5708,Prime SUV,Ahmedabad,Hans Chowk,Walia Marg,1015.71
7/2/2025,2:16:28,e7e97c73-2885-4d23-8153-89474a4e47ba,Ongoing,517144eb-cbef-4dd6-aa91-5bc6240cffb9,Auto,Ahmedabad,Raj Circle,Kala Marg,594.43
6/13/2025,5:57:07,8ce17bce-5575-46f7-8ef4-03e514ae5b0c,Ongoing,43a79935-9788-48e1-9053-8ecab027a4ab,Prime Plus,Hyderabad,Sami Road,Borde Circle,880.79
7/31/2025,5:29:17,0ec4e952-6bc9-4624-93f3-1565616fae2f,Cancelled,d39719c3-52ac-43bc-b671-84661df6e31e,Bike,Delhi,Sarin Zila,Choudhry Marg,124.29
7/7/2025,6:25:15,c3b24d73-4d31-442b-9551-9e849b72a194,Cancelled,a4ba7915-5ab3-4711-a511-0f4e471b2f8c,eBike,Delhi,Soman,Hans Zila,1036.58
6/15/2025,1:35:51,ad3afae7-fe89-4b60-9442-3366d9ccbd75,Ongoing,230754f2-f060-4496-bb21-fdb44b4050d8,Auto,Hyderabad,Chand Marg,Yadav Circle,1427.66
6/25/2025,0:03:15,3961cd65-d098-493e-97f4-0fb8f8dd63c3,Ongoing,324298d8-25d5-4f7a-887d-0a16cb85e593,Prime Plus,Lucknow,Wason Zila,Bakshi Zila,1374.15
6/29/2025,6:25:38,2462819b-b128-4ee1-88ca-04ae80714aa3,Ongoing,acde8aa5-3220-44ac-8280-262282580bf2,Prime Plus,Lucknow,Sridhar Path,Banik Zila,1238.88
7/23/2025,1:39:36,72148d2a-78ff-4247-b66a-cb84deac50e5,Completed,aefedec0-17d1-46df-a7a1-05380c04b59a,Mini,Pune,De Nagar,Ahluwalia Nagar,1286.41
8/2/2025,14:36:23,1be65120-b3f4-486e-a25f-595125ed4c4b,Completed,6c630b9d-8c09-4b29-89ba-aa403ffad396,Prime SUV,Mumbai,Sood Street,Balay Street,743.2
7/1/2025,5:42:12,080a003c-2643-483f-adbc-3149de6dbe40,Cancelled,5d96ea1d-5481-4025-95ab-51d99bd3d33d,Auto,Hyderabad,Gopal Path,Sunder,335.13
6/14/2025,14:10:43,66177c43-b841-4220-951a-752011cc0d59,Cancelled,283a7cca-9d37-43e1-abc0-b51030659cf1,Auto,Chennai,Lanka Marg,Mahal Marg,1401.64
6/23/2025,9:16:57,1a07d5e6-eeb8-44bd-ab9c-8044ca891b8c,Cancelled,d3eb7aec-257c-4248-b3b8-1f4a667bff77,Mini,Bangalore,Viswanathan Ganj,Bhakta Chowk,156.69
6/20/2025,21:05:27,c35aa21d-9293-45e9-a885-6d869ff77f6a,Completed,f26144d1-d927-46a9-9e8c-68625fc5d680,Mini,Hyderabad,Sura Path,Singh Marg,432.36
6/9/2025,8:43:56,118f7337-939a-41e6-ba4f-37e581d02bf1,Completed,21c81c7a-9691-4c2f-af39-78fd12f40629,Prime Plus,Ahmedabad,Upadhyay Marg,Mani Marg,430.48
7/9/2025,11:41:07,7d3d4853-31b6-4e8d-9e2b-2f642c839cef,Cancelled,18ef843b-ab1e-4f96-aec2-bf4f4e03bc66,eBike,Bangalore,Hayre Nagar,Bains Nagar,231.06
6/25/2025,19:40:58,97bc0af3-244a-4d97-adec-3aede43f22aa,Completed,d66457e6-7685-4c35-af3d-cdad58264f6b,Prime SUV,Bangalore,Agarwal Circle,Bath Chowk,1030.59
7/13/2025,2:52:29,6df74420-53c8-4469-aa0f-02b8536b9f62,Cancelled,f7439559-b631-47df-a550-6f3a24ef5085,Bike,Mumbai,Kant Road,Mahal Marg,1418.71
7/19/2025,9:21:33,b3c9f4aa-fa1d-4fb9-addf-183d42b4bb00,Ongoing,c9fac5b9-873e-4043-b35b-19a7d910a5b7,Mini,Hyderabad,Balakrishnan Ganj,Borah Zila,726
7/19/2025,1:59:03,21520a86-05a7-42f5-a201-ae59e8a7a427,Ongoing,765a4346-acda-4924-ab32-604d68ea5fbc,Prime Plus,Hyderabad,Karnik,Gandhi Nagar,960.74
6/8/2025,10:33:43,6d255032-4056-480f-a862-08776f4447c9,Completed,e0f029fe-6d3d-40e0-ab57-22c85e7c6d8e,eBike,Chennai,Sant Marg,Chadha Circle,960.79
7/2/2025,11:27:34,f18ccddc-525e-45ed-aea0-31c654a86120,Ongoing,220a8828-4d73-4051-a984-84e445bda31d,Prime SUV,Jaipur,Atwal Zila,Bhargava Road,648.4
6/29/2025,4:50:37,4e4d6919-5612-42fe-96d4-4fd70a77da4a,Cancelled,6e034f80-e71e-4672-8952-cd823a5c719a,Bike,Chennai,Salvi Path,Doctor Street,1356.51
7/23/2025,12:22:03,7b8b06ed-014e-4c2e-bbe3-ac1872bc4e3e,Cancelled,6d5eeb64-3a46-4040-b8d5-c94553007d71,Mini,Bangalore,Kala Marg,Gaba Marg,576.06
7/26/2025,16:26:24,74030367-7980-40b6-add2-55751b5eb6da,Completed,e81c2c08-7608-48f4-a96c-65d67fe3a716,Mini,Chennai,Subramaniam Zila,Bumb Circle,509.66
7/28/2025,3:34:56,9459690d-17a6-4e2b-822a-5d8a21dbe5f5,Cancelled,7225ce21-d1d5-4d1b-a727-9955cfb5302b,Auto,Ahmedabad,Baria Ganj,Kara Path,657.54
7/1/2025,5:30:31,f34685fa-9b99-4cd7-8b7e-fec52030dc7e,Ongoing,e7527ec0-9d15-4ce2-a9b8-b74117fd3943,Prime Sedan,Hyderabad,Mall Ganj,Singhal Road,928.57
7/12/2025,12:53:41,f5cb95d8-5868-4507-a92f-e9ee4ea84856,Cancelled,3fad86e7-b6d3-43c3-b2a9-718f22771839,Auto,Delhi,Trivedi Zila,Mani Ganj,233.35
6/23/2025,22:18:19,ffc2e884-1231-4680-b083-85d99cc7f79f,Ongoing,6e3212fb-728f-4a11-8534-1b86c9c0f706,Mini,Mumbai,Saraf Chowk,Apte Nagar,154.14
6/16/2025,2:42:17,a469eb2e-367e-4401-9099-91e5641060f9,Completed,bcf7addc-18c4-43d4-a52a-85eacb3766c9,Prime Sedan,Chennai,Lalla Chowk,Rajagopal Street,1487.41
7/12/2025,8:02:19,bb5158a0-dd74-41a4-8b65-2c630907f463,Completed,d969c07a-9c16-4f22-b58e-a46fea456076,eBike,Hyderabad,D’Alia Zila,Sani Zila,843.08
7/21/2025,12:39:38,347d2cef-ae2e-496f-ba36-93edbb04d305,Cancelled,3802e5d2-89ba-4941-9393-7ed0c0da41ab,eBike,Jaipur,De Zila,Raju Path,1324.24
7/30/2025,9:36:32,01ac568e-f983-4f50-b892-657d04eda53a,Ongoing,b4d5b795-62c6-445c-885b-28324097cc55,Prime Sedan,Kolkata,Goswami Nagar,Upadhyay,80.44
7/28/2025,21:59:23,53962e71-bdac-4ec6-a700-5cbb2a0daea9,Completed,d57f1189-5f9f-46fe-9bc1-8f5ba9be4e78,Bike,Ahmedabad,Madan Zila,Bose Chowk,359.32
6/17/2025,21:41:37,d806e4c7-c33b-4f65-8458-7e3a3bd4235e,Cancelled,ff6c4426-f2bf-40b5-b0c0-395279a2020a,Prime Sedan,Lucknow,Sekhon Zila,Mallick Road,168.34
8/3/2025,19:10:18,1aa1c897-723b-4bb5-a727-1dd5e4c07437,Cancelled,42e5f7a9-2ad8-408a-9e54-bcaddef2681c,Bike,Ahmedabad,Issac,Lad Road,1104.49
7/26/2025,1:03:01,89bfe419-8a1e-44db-8a38-00a8e3aa0526,Ongoing,fd9612fc-1dc7-44e2-b41c-312016dfc8cd,Prime Sedan,Lucknow,Butala,Arora Street,626.57
7/9/2025,16:26:46,442742eb-f809-4ed2-9454-4eaad968d3d1,Ongoing,48efac2d-3457-48e6-99ab-74fda9cf2824,Bike,Mumbai,Mahajan Road,Subramaniam Path,466.77
7/19/2025,21:22:25,27c6cee9-7f74-4410-b103-759972cf5a81,Completed,ac642822-bbf8-4868-a846-87ddd4c0439e,eBike,Mumbai,Agrawal Path,Mani Chowk,747
7/11/2025,10:19:05,d69e62da-ae25-4cf8-b321-1457f3867228,Ongoing,2a12cead-0700-4db1-953e-8b638bfd4b47,Prime Plus,Lucknow,Venkatesh Street,Viswanathan Ganj,141.54
7/25/2025,3:50:14,d6670553-339a-4e71-86a1-bf5c742afbda,Ongoing,d6ee4ae1-4d96-419d-9c02-e044692f4f27,Prime Plus,Pune,Sen Zila,Babu Ganj,963.06
7/13/2025,9:32:49,e8f389b8-386e-4cc7-a86d-c0c57d71cf1b,Ongoing,025bc3fa-d4a1-4007-8a91-46cbf09fbbf4,Prime Sedan,Bangalore,Sabharwal Marg,Jani Path,1463.38
6/26/2025,7:32:08,a1abd3a0-2704-49bc-b33c-5ad12939f499,Ongoing,690e721c-6144-40c4-82a5-e72bf90f4879,Bike,Kolkata,Agrawal,Sarna Marg,373.85
6/29/2025,18:21:29,706e7025-7f02-4d6b-b1fa-5c819aaca009,Completed,04ab33fe-4d85-4ebe-9972-b06c176d41dc,eBike,Chennai,Swamy,Kannan Nagar,92.13
7/3/2025,15:02:06,9691ef4b-98e9-408e-bd51-37d6e2c4046e,Completed,958d2522-d4d5-42b9-b671-edf596e55168,Prime Plus,Ahmedabad,Lala Zila,Dalal Road,324.9
7/21/2025,15:02:07,259a188b-8a64-4117-8a2b-1acab38e031d,Completed,cfc2fbd0-176a-45a4-b842-bd0f991115f5,Prime SUV,Kolkata,Sama Nagar,Sanghvi Marg,429.61
6/27/2025,21:48:02,efc09a27-f732-4297-8c59-4c2da79b2c30,Cancelled,aca4c90e-d656-4095-92a9-6c15ee93e452,Bike,Mumbai,Khurana Marg,Shah Marg,218.73
7/4/2025,1:51:31,85179885-8165-411b-8d25-fe501f9785b8,Cancelled,e7b704a6-bb24-4af6-8a99-821954bfc466,eBike,Bangalore,Saini Marg,Varughese Road,960.3
7/20/2025,6:31:51,053f100d-0b32-4801-aafc-54e2386e30b0,Cancelled,c9fcee99-4e7f-41dc-aa47-ea628e031d77,Prime Sedan,Delhi,Johal Zila,Choudhary,930.95
6/21/2025,11:56:04,a17bdf3f-19ef-4ff9-b720-c6ca0ee58756,Ongoing,afe677d9-2f1c-4816-840b-99024901380a,Bike,Jaipur,Bera Ganj,Deep Road,664.16
7/28/2025,14:17:29,d87f0388-d886-45a7-8c5d-97ea0182b5ce,Ongoing,3d21e328-26b3-4826-beeb-ac68775026a5,Bike,Jaipur,Yogi Path,Hora,324.45
7/1/2025,4:14:37,6f089015-0b8e-4105-8471-be12dce13b15,Completed,4a55b96d-7918-4c54-af04-8ad35b347cb3,Prime Sedan,Chennai,Bedi Circle,Ramachandran Path,1373.94
7/6/2025,12:57:02,f2c58b54-29b2-4a44-a5ba-3cc145812255,Completed,f81f705b-eff4-4edc-a875-6974795f1215,Mini,Delhi,Dhar Zila,Keer Chowk,933.76
7/18/2025,3:58:11,ac911787-addd-410c-a136-3778fb3a0a9e,Ongoing,fd15edfe-da14-4af1-b844-b7e24612db3d,Mini,Jaipur,Desai Street,Rattan Ganj,145.87
7/8/2025,11:11:29,d2e07106-d7f3-40dd-96ee-1c67f63d1c25,Cancelled,fb2a22ea-7744-4747-a6b6-e808dd795794,Prime Plus,Chennai,Jayaraman Zila,Biswas,1279.04
7/15/2025,6:49:49,d1168a3f-d6f0-4ffa-b6b6-59629d8bde13,Cancelled,ee0a1aeb-a9bc-4659-9522-42277b3a1e5a,Prime Sedan,Hyderabad,Taneja Marg,Sandal Street,680.09
6/7/2025,9:48:12,647684bf-0a5b-4498-9777-e2108c61e825,Cancelled,8a06c7df-cb77-4cd8-86a1-a44ee45d40b7,eBike,Mumbai,Bhalla Chowk,Ranganathan Ganj,71.68
7/26/2025,15:25:03,3af5d701-4fb1-4cbd-ba1f-83ccb0d20685,Cancelled,c82e4f6e-8148-4d44-933e-562cd280e63c,eBike,Chennai,Bajaj Marg,Wable Chowk,403.54
7/16/2025,15:37:17,502fce7e-e45f-479e-b482-dc27ed9eab24,Completed,38cba740-3df8-49c2-993a-1b013d62e65b,Prime SUV,Hyderabad,Suresh Marg,Buch Road,376.73
7/25/2025,18:32:47,23e6890a-6425-4acb-9e00-472fc17173c4,Cancelled,7249f8e9-99e4-4f5d-a437-b850e817174c,Prime Plus,Pune,Bobal Chowk,Jaggi Road,887.24
6/16/2025,12:45:33,5501c13b-a91c-468f-8dac-136d2e2131c9,Cancelled,0e05eb45-a58c-40b7-b924-b558f21abd25,Prime Plus,Mumbai,Buch Chowk,Subramanian Zila,148.19
7/8/2025,23:56:54,1c594af6-8f11-4d54-8a7c-3f7e1036a676,Ongoing,db1e857b-4ced-494f-924a-576b45af269a,Bike,Bangalore,Dhillon,Atwal Chowk,878.77
6/26/2025,20:05:59,728232ba-ef5d-4f5f-afb6-d86dff83e18d,Ongoing,61a613f5-892b-4a2e-b503-34ce6fe04dcd,eBike,Hyderabad,Karan Path,Chatterjee Marg,380.77
6/29/2025,9:15:14,a3d8e19b-ce5b-47fe-98e5-fa1923ed48c9,Completed,07f2f6cd-a56a-4c72-b50d-0b690b0c7066,Prime SUV,Lucknow,Trivedi Chowk,Kata Circle,310.54
7/17/2025,5:51:40,c303c1be-443e-4033-b476-facb76a3b275,Cancelled,82f9b054-81cd-4264-98dd-412f3216e4db,Mini,Pune,Shetty Ganj,Krishna Road,547.77
6/14/2025,7:29:42,acd2295a-9818-4df5-a1eb-2f845d1064a5,Completed,ef36f623-00a8-46c0-b7e3-f802c88ec091,Auto,Mumbai,Mangal Chowk,Viswanathan Ganj,1193.17
8/2/2025,6:32:53,facede21-abac-414f-9033-469a5c17f66e,Cancelled,b9a5be38-7a59-457f-a908-804ce5865fd7,Prime Sedan,Bangalore,Ratti Nagar,Shroff Road,823.81
7/7/2025,7:04:32,3eb4a749-3740-4923-97cb-18f601ffa951,Ongoing,0438b459-b907-4f97-988a-a87409d05384,Mini,Bangalore,Ganguly Chowk,Shere Zila,1333.99
7/24/2025,11:19:56,b505ce21-bab6-4e81-a365-da9826cbfc92,Cancelled,523bf405-5e47-4707-b4a1-84c7eb501144,Prime Plus,Lucknow,Gupta Chowk,Dani Path,970.84
6/22/2025,22:13:04,8983aefa-f965-45a6-9397-4360fd2b40cf,Ongoing,8d4ecb32-8b3d-49e9-9a5e-5c9ef136df02,Prime Plus,Kolkata,Sawhney,Gupta Path,633.36
7/10/2025,18:54:42,5e9b48c4-efa4-4b35-b16c-b148ab1f4fcd,Completed,01a13adf-d192-44b3-93bc-023cd5651f18,Mini,Chennai,Dubey Circle,Kanda Circle,708.61
6/20/2025,3:21:59,9be92da5-a808-4cbb-93ac-b3fae5cd3516,Cancelled,1763853e-884c-48b6-bcec-b47d36dedd76,Auto,Ahmedabad,Bal Circle,Chander,197.46
7/16/2025,8:10:38,28b200fa-12cb-4bd6-b289-4db948fd0fe7,Completed,edfbbf4b-1737-49ac-97aa-833f42cd3728,Auto,Ahmedabad,Dara Chowk,Seshadri Ganj,601.77
7/27/2025,19:32:44,80691770-0252-4f86-a926-4c74aed67209,Completed,c6b63562-5060-449a-9fdb-0b81fefe6e6b,Prime Sedan,Pune,Zachariah Zila,Tata Road,923.63
7/23/2025,7:42:06,f8e8c746-c4b5-425e-96e3-c84bbe58d631,Completed,72e9eab3-6fe7-4485-bfc2-d8abddeca6ba,eBike,Bangalore,Gupta Path,Subramanian Zila,718.59
7/13/2025,16:26:41,cbfc030a-0640-40ae-944b-92c107be8b4c,Ongoing,9d711f5a-0904-4af6-a696-18f48418f065,Prime Plus,Jaipur,Sachdev Marg,Chaudhuri Path,427.05
7/8/2025,10:18:33,fc8ddd7d-218c-4d1d-8a0e-d0fba0410926,Cancelled,f8fda22f-9b3b-41cb-ae5f-b2395d31d742,Prime Plus,Pune,Choudhury Zila,Ramesh Marg,1276.29
7/26/2025,7:31:44,95046c2f-9159-4bd0-af5f-f9357bb0c78e,Completed,57e3103c-3c3b-4259-ad7b-65ee49ada4de,eBike,Bangalore,Jhaveri Path,Thakur Road,873.12
6/30/2025,23:52:45,63744a89-1b02-4124-9e83-2b7a0880896c,Ongoing,ed14d558-2142-497d-9f7b-8cf4d53b960d,Auto,Hyderabad,Ramaswamy Zila,Raman Circle,1276.21
6/23/2025,3:22:49,c83bf081-4283-4139-b9cc-0b9ceb0d54a7,Completed,10b725c3-9b0a-4af1-bb23-b3b919927b62,Bike,Hyderabad,Behl,Dani Path,289.85
7/1/2025,17:43:09,80aa88d8-eb70-4180-9ab3-b423b0eb8e8a,Completed,f055cdc4-c31a-46ba-9fac-f95e74b6bb91,Mini,Bangalore,Toor Nagar,Guha Path,320.43
7/31/2025,5:24:19,a32b71f0-3d5d-4538-aa93-e8f63a3b5c1f,Ongoing,e643bb01-c486-4074-8e1d-46d1611ef3aa,Prime Sedan,Lucknow,Ravi Circle,Krishna Road,318.26
7/27/2025,0:42:21,155b1862-6b77-42d3-a51b-9ac8ff8a77e5,Completed,66c09505-dbfe-48c2-9e01-11ac33c78cf2,Auto,Bangalore,Gaba Marg,Sangha Zila,941.61
7/10/2025,0:29:50,87bbaeaf-4fee-421e-9e1a-8ee763b112ac,Completed,1f0fb01b-99a1-463d-b7a6-864549a0ffe3,Auto,Kolkata,Salvi Street,Yadav Circle,1154.33
6/26/2025,14:51:10,3bde626d-7a0b-4751-8572-89c38ab76f87,Ongoing,e39c7011-e7e5-4213-b4f6-e21e3a60cded,Bike,Hyderabad,Walla Marg,Mangal Street,424.3
